1.0000000000000000e+00	4.2999999999999994e-04
9.9999723690170572e-01	3.7684989921905003e-04
9.9999447381104623e-01	3.2719923204203172e-04
9.9999171072802140e-01	2.8104955850208373e-04
9.8627948563121048e-01	2.0663758655874914e-01
9.7274722377696510e-01	9.8325571559729860e-02
9.5940063151593313e-01	7.1260462418619441e-02
9.4623716136579306e-01	2.4428469729768737e-01
9.3325430079699101e-01	1.8073785070457013e-03
9.2044957175317133e-01	2.3145876392966577e-01
9.0782053017818576e-01	1.2445981335227957e-01
8.9536476554959377e-01	7.1886873412600874e-02
8.8307990041856277e-01	2.8597630594304219e-01
8.7096358995608059e-01	4.6230583527764576e-03
8.5901352150539567e-01	2.5535779582013174e-01
8.4722741414059644e-01	1.5571780117013753e-01
8.3560301823124805e-01	7.0247659663940532e-02
8.2413811501300227e-01	3.3067169709073174e-01
8.1283051616409929e-01	9.5623430598815572e-03
8.0167806338767911e-01	2.7697817423636234e-01
7.9067862799982513e-01	1.9246537160805316e-01
7.7983011052325868e-01	6.6018675198296836e-02
7.6913044028660960e-01	3.7725847973657078e-01
7.5857757502918377e-01	1.7458876658872483e-02
7.4816950051115438e-01	2.9478870979852789e-01
7.3790423012910100e-01	2.3487422964585830e-01
7.2777980453682412e-01	5.9076108291354693e-02
7.1779429127136174e-01	4.2423564038283057e-01
7.0794578438413791e-01	2.9297907360462991e-02
6.9823240407717135e-01	3.0719160732099871e-01
6.8865229634427605e-01	2.8285230837475001e-01
6.7920363261718453e-01	4.9593247388543545e-02
6.6988460941652639e-01	4.6974158118500769e-01
6.6069344800759600e-01	4.6185529192409792e-02
6.5162839406084272e-01	3.1266511769646660e-01
6.4268771731701968e-01	3.3597593995309061e-01
6.3386971125692693e-01	3.8130428309424584e-02
6.2517269277568577e-01	5.1161829415021276e-01
6.1659500186148219e-01	6.9292425889905820e-02
6.0813500127871789e-01	3.0992800622632316e-01
5.9979107625550943e-01	3.9342765512701094e-01
5.9156163417547392e-01	2.5704079784517435e-02
5.8344510427374474e-01	5.4750744720000410e-01
5.7543993733715693e-01	9.9769541307600629e-02
5.6754460540854712e-01	2.9811005582561401e-01
5.5975760149511011e-01	4.5394271192567293e-01
5.5207743928075736e-01	1.3821895660852701e-02
5.4450265284242116e-01	5.7497211332706388e-01
5.3703179637025278e-01	1.3863477287118664e-01
5.2966344389165787e-01	2.7691364688911729e-01
5.2239618899911977e-01	5.1576774017454974e-01
5.1522864458175643e-01	4.4737025372021313e-03
5.0815944256056056e-01	5.9163918737214183e-01
5.0118723362727224e-01	1.8663157319395587e-01
4.9431068698683539e-01	2.4675480469451583e-01
4.8752849010338634e-01	5.7663692594235760e-01
4.8083934844972853e-01	7.0161141113609643e-05
4.7424198526024469e-01	5.9536119051710235e-01
4.6773514128719818e-01	2.4406263857734142e-01
4.6131757456037936e-01	2.0887538821272569e-01
4.5498806015004856e-01	6.3377497546917760e-01
4.4874538993313212e-01	3.3230432195423131e-03
4.4258837236262655e-01	5.8439983018757069e-01
4.3651583224016599e-01	3.1060535472039746e-01
4.3052661049171065e-01	1.6541883152806960e-01
4.2461956394631289e-01	6.8394087590654096e-01
4.1879356511791838e-01	1.7061543075754828e-02
4.1304750199016133e-01	5.5763477284383689e-01
4.0738027780411273e-01	3.8512104373607770e-01
4.0179081084893992e-01	1.1945888831862476e-01
3.9627803425543945e-01	7.2353075404517908e-01
3.9084089579240200e-01	4.3980155249657128e-02
3.8547835766577182e-01	5.1479773687454455e-01
3.8018939632056120e-01	4.6547760952367012e-01
3.7497300224548352e-01	7.4964794552847491e-02
3.6982817978026616e-01	7.4876015553171904e-01
3.6475394692560781e-01	8.6317033224631551e-02
