1.0000000000000000e+00	2.2950000000000001e-01
9.9999723690170572e-01	2.2955600399550771e-01
9.9999447381104623e-01	2.2960850923793399e-01
9.9999171072802140e-01	2.2965751412256050e-01
9.8627948563121048e-01	3.0518778420581462e-02
9.7274722377696510e-01	1.4553089953903561e-01
9.5940063151593313e-01	1.8040262657664841e-01
9.4623716136579306e-01	1.4397205571118211e-02
9.3325430079699101e-01	2.6448489203027559e-01
9.2044957175317133e-01	4.2742579205847613e-02
9.0782053017818576e-01	1.5698173117940356e-01
8.9536476554959377e-01	2.1799021560235635e-01
8.8307990041856277e-01	1.1485678690471965e-02
8.7096358995608059e-01	3.0095452953041185e-01
8.5901352150539567e-01	5.8716999583884232e-02
8.4722741414059644e-01	1.6603472485951917e-01
8.3560301823124805e-01	2.6044420015383024e-01
8.2413811501300227e-01	8.0642763207341255e-03
8.1283051616409929e-01	3.3765454989106358e-01
8.0167806338767911e-01	7.9190967048242494e-02
7.9067862799982513e-01	1.7168403437073193e-01
7.7983011052325868e-01	3.0740980601312390e-01
7.6913044028660960e-01	4.5343047088361689e-03
7.5857757502918377e-01	3.7300921946702098e-01
7.4816950051115438e-01	1.0491991808954157e-01
7.3790423012910100e-01	1.7295808068857238e-01
7.2777980453682412e-01	3.5818205365510120e-01
7.1779429127136174e-01	1.5448597563916106e-03
7.0794578438413791e-01	4.0516262196687164e-01
6.9823240407717135e-01	1.3660886312812795e-01
6.8865229634427605e-01	1.6904439393008333e-01
6.7920363261718453e-01	4.1166888560578180e-01
6.6988460941652639e-01	2.8400544503179679e-05
6.6069344800759600e-01	4.3207641584536105e-01
6.5162839406084272e-01	1.7484023487251499e-01
6.4268771731701968e-01	1.5943013664967842e-01
6.3386971125692693e-01	4.6637634567958414e-01
6.2517269277568577e-01	1.2133671321084120e-03
6.1659500186148219e-01	4.5166367521025219e-01
6.0813500127871789e-01	2.1998797916142890e-01
5.9979107625550943e-01	1.4404254316838222e-01
5.9156163417547392e-01	5.2041725718487331e-01
5.8344510427374474e-01	6.6049569884747269e-03
5.7543993733715693e-01	4.6194802847359995e-01
5.6754460540854712e-01	2.7212005166841835e-01
5.5975760149511011e-01	1.2337262609242874e-01
5.5207743928075736e-01	5.7154298442122575e-01
5.4450265284242116e-01	1.7927196558732469e-02
5.3703179637025278e-01	4.6123643933145808e-01
5.2966344389165787e-01	3.3089226530554161e-01
5.2239618899911977e-01	9.8567510934361946e-02
5.1522864458175643e-01	6.1719839731969506e-01
5.0815944256056056e-01	3.7021823310014662e-02
5.0118723362727224e-01	4.4829646562191938e-01
4.9431068698683539e-01	3.9543793092423768e-01
4.8752849010338634e-01	7.1479946062302166e-02
4.8083934844972853e-01	6.5460320690591056e-01
4.7424198526024469e-01	6.5701716195522952e-02
4.6773514128719818e-01	4.2253254765409454e-01
4.6131757456037936e-01	4.6426059154150295e-01
4.5498806015004856e-01	4.4665810718572674e-02
4.4874538993313212e-01	6.8086723017750561e-01
4.4258837236262655e-01	1.0555879768955941e-01
4.3651583224016599e-01	3.8415793592760672e-01
4.3052661049171065e-01	5.3514168534325146e-01
4.2461956394631289e-01	2.1320562019332748e-02
4.1879356511791838e-01	6.9315086792672942e-01
4.1304750199016133e-01	1.5772927963203240e-01
4.0738027780411273e-01	3.3435700333802709e-01
4.0179081084893992e-01	6.0508095333741874e-01
3.9627803425543945e-01	5.1438119968943378e-03
3.9084089579240200e-01	6.8888298006537962e-01
3.8547835766577182e-01	2.2262399679681180e-01
3.8018939632056120e-01	2.7542614404100968e-01
3.7497300224548352e-01	6.7029397845501404e-01
3.6982817978026616e-01	1.1934332977228478e-04
3.6475394692560781e-01	6.6604464697597121e-01
3.5974933515574231e-01	2.9963937959558518e-01
3.5481338923357547e-01	2.1087115502622558e-01
3.4994516702835721e-01	7.2629694000603129e-01
3.4514373933585618e-01	1.0198410068791724e-02
3.4040818970100084e-01	6.2351786541859922e-01
3.3573761424295462e-01	3.8687575809366198e-01
3.3113112148259105e-01	1.4542719193962947e-01
3.2658783217233578e-01	7.6811145179599150e-01
3.2210687912834346e-01	3.8879745339903106e-02
3.1768740706497706e-01	5.6148262406164973e-01
3.1332857243155854e-01	4.8090359601740668e-01
3.0902954325135906e-01	8.4957293710528653e-02
3.0478949896279833e-01	7.9061966814462170e-01
3.0060763026282311e-01	8.8692369335888616e-02
2.9648313895243428e-01	4.8182454537402886e-01
2.9241523778433354e-01	5.7663314233300755e-01
2.8840315031266062e-01	3.6180915574147592e-02
2.8444611074479159e-01	7.8908879567331247e-01
2.8054336379517136e-01	1.6060806264555613e-01
2.7669416454115114e-01	3.8849022976942349e-01
2.7289777828080403e-01	6.6735566891395215e-01
2.6915348039269155e-01	6.1890566844356202e-03
2.6546055619755393e-01	7.5986196147171337e-01
2.6181830082189850e-01	2.5343872425066616e-01
2.5822601906345960e-01	2.8770238329559350e-01
2.5468302525850411e-01	7.4503023817811997e-01
2.5118864315095801e-01	1.7213866132452743e-03
2.4774220576332853e-01	7.0117727579436329e-01
2.4434305526939717e-01	3.6330720623350632e-01
2.4099054286865948e-01	1.8792791307834256e-01
2.3768402866248767e-01	8.0088274360195699e-01
2.3442288153199223e-01	2.8216145596514225e-02
2.3120647901755947e-01	6.1402947233424676e-01
2.2803420720004183e-01	4.8331345010709753e-01
2.2490546058357813e-01	9.9487879804030954e-02
2.2181964198002191e-01	8.2635697246363260e-01
2.1877616239495523e-01	8.8696018302713717e-02
2.1577444091526662e-01	5.0293339755136135e-01
2.1281390459827118e-01	6.0354266075505425e-01
